20231108181522,7,44,79,1,0,0,361,2131,2048,2098,2236,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1205,0,2048,261,2048,1991,2048,414,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181527,7,44,85,1,0,0,362,2132,2048,2098,2234,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1204,0,2048,261,2048,1991,2048,413,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181532,7,44,90,1,0,0,362,2131,2048,2098,2244,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,256,2048,1991,2048,413,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181537,7,44,95,1,0,0,361,2132,2047,2099,2242,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1204,0,2048,266,2048,1991,2048,413,2183,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181542,7,44,100,1,0,0,361,2133,2048,2100,2250,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,272,2048,1991,2048,414,2182,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181546,7,44,105,1,0,0,360,2131,2048,2099,2243,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,499,2048,999,1204,0,2048,266,2048,1991,2048,420,2194,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181551,7,44,110,1,0,0,360,2132,2047,2098,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,272,2048,1991,2048,422,2185,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181556,7,44,115,1,0,0,356,2132,2048,2098,2324,388,95,96,94,105,95,94,2048,2048,2048,2048,2048,2048,498,2048,999,1205,0,2048,272,2048,1991,2049,416,2210,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181601,7,44,120,1,0,0,360,2131,2048,2098,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,272,2048,1991,2049,413,2174,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181606,7,44,125,1,0,0,362,2132,2048,2098,2266,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,272,2048,1991,2049,413,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181611,7,44,129,1,0,0,360,2132,2048,2098,2236,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,272,2048,1991,2049,411,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181616,7,44,134,1,0,0,361,2133,2048,2099,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,272,2048,1991,2049,409,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181620,7,44,139,1,0,0,362,2131,2048,2099,2230,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,272,2048,1991,2049,409,2169,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181630,7,44,149,1,0,0,361,2036,2041,2138,2265,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,272,2043,2057,2048,418,2182,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181635,7,44,154,1,0,0,359,2038,2041,2137,2236,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,277,2044,2057,2048,413,2192,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181640,7,44,159,1,0,0,361,2037,2042,2137,2237,388,95,96,94,105,95,94,2048,2048,2048,2048,2048,2048,498,2048,999,1207,0,2048,277,2044,2057,2048,408,2244,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181645,7,44,164,1,0,0,361,2037,2042,2136,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1204,0,2048,277,2044,2057,2048,407,2184,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181649,7,44,169,1,0,0,361,2039,2042,2137,2247,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1204,0,2048,272,2044,2057,2048,407,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181654,7,44,174,1,0,0,360,2037,2041,2137,2252,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1203,0,2048,277,2044,2057,2048,407,2180,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181659,7,44,178,1,0,0,360,2037,2042,2138,2273,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,277,2044,2057,2048,406,2185,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181704,7,44,183,1,0,0,361,2011,2040,2150,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,277,2043,2057,2048,406,2204,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181709,7,44,188,1,0,0,361,2052,2069,1936,2238,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1209,0,2048,282,2058,2048,2048,419,2179,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181714,7,44,193,1,0,0,362,2054,2069,1937,2241,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,501,2048,999,1206,0,2048,277,2058,2048,2048,414,2176,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181719,7,44,198,1,0,0,354,2053,2069,1936,2295,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,499,2048,999,1204,0,2048,272,2058,2048,2048,410,2235,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181724,7,44,203,1,0,0,361,2053,2068,1937,2273,388,95,96,94,105,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,282,2058,2048,2048,409,2176,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181733,7,44,213,1,0,0,361,2055,2069,1937,2239,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,282,2058,2048,2048,412,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181738,7,44,218,1,0,0,359,2054,2069,1936,2262,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1205,0,2048,282,2058,2048,2048,410,2180,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181748,7,44,227,1,0,0,361,2052,2068,1936,2271,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1209,0,2048,282,2058,2048,2048,412,2193,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181752,7,44,232,1,0,0,361,2054,2069,1937,2244,388,95,96,94,106,96,94,2048,2048,2048,2048,2048,2048,500,2048,999,1209,0,2048,282,2058,2048,2048,412,2190,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181757,7,44,237,1,0,0,361,2054,2069,1937,2239,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,282,2058,2048,2049,415,2183,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181812,7,44,252,1,0,0,361,2075,1952,2056,2231,388,95,96,94,106,95,94,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,293,1974,2036,2048,409,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181817,7,44,257,1,0,0,361,2074,1952,2056,2237,388,95,96,94,106,96,94,2048,2048,2048,2048,2048,2048,500,2048,999,1205,0,2048,282,1974,2036,2048,407,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181822,7,44,262,1,0,0,361,2075,1953,2055,2237,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,288,1974,2036,2048,406,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181826,7,44,267,1,0,0,360,2075,1952,2057,2249,388,95,96,94,106,96,94,2048,2048,2048,2048,2048,2048,500,2048,999,1205,0,2048,282,1974,2036,2048,406,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181831,7,44,272,1,0,0,359,2074,1952,2057,2246,388,95,96,94,106,96,94,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,282,1974,2036,2048,406,2176,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181836,7,44,276,1,0,0,360,2074,1951,2057,2260,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,282,1974,2036,2048,405,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181841,7,44,281,1,0,0,360,2073,1951,2056,2241,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,282,1974,2036,2049,409,2177,2210,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181846,7,44,286,1,0,0,360,2155,2078,2018,2438,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,498,2048,999,1209,0,2048,293,2062,1983,2002,417,2225,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181851,7,44,291,1,0,0,360,2146,2082,2032,2240,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2067,1982,2000,424,2177,2210,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181856,7,44,296,1,0,0,360,2145,2082,2032,2253,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,288,2067,1982,2000,412,2176,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181905,7,44,306,1,0,0,361,2147,2083,2032,2232,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1207,0,2048,288,2067,1982,2000,410,2170,2210,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181910,7,44,311,1,0,0,360,2146,2083,2033,2239,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,293,2067,1982,2000,409,2175,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181915,7,44,316,1,0,0,360,2148,2083,2033,2238,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2066,1981,2001,409,2176,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181920,7,44,321,1,0,0,360,1968,2097,2021,2254,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2078,2104,2026,434,2180,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181925,7,44,325,1,0,0,354,1970,2098,2022,2300,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,498,2048,999,1207,0,2048,293,2078,2104,2026,422,2194,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108181930,7,44,330,1,0,0,360,1971,2098,2022,2236,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1204,0,2048,293,2078,2104,2026,411,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108181934,7,44,335,1,0,0,360,1971,2098,2023,2237,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,288,2078,2104,2026,413,2175,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182013,7,44,374,1,0,0,359,2054,2148,2038,2241,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,293,2130,2048,2009,409,2174,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182023,7,44,384,1,0,0,360,2052,2148,2038,2240,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2130,2048,2009,412,2177,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182028,7,44,389,1,0,0,359,2052,2148,2038,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1209,0,2048,293,2130,2048,2009,415,2174,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182033,7,44,394,1,0,0,360,2052,2147,2038,2264,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,293,2130,2048,2009,411,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182038,7,44,399,1,0,0,360,2053,2148,2037,2238,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2130,2048,2009,418,2181,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182042,7,44,404,1,0,0,360,2054,2148,2037,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1203,0,2048,288,2130,2048,2009,418,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182047,7,44,409,1,0,0,360,2054,2148,2038,2237,388,95,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,293,2130,2048,2009,413,2177,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182052,7,44,414,1,0,0,359,2054,2148,2037,2295,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,498,2048,999,1206,0,2048,293,2130,2048,2009,410,2229,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182057,7,44,419,1,0,0,358,2053,2148,2038,2257,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2130,2048,2009,407,2170,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182102,7,44,423,1,0,0,360,2052,2147,2038,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2130,2048,2009,408,2177,2210,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182107,7,44,428,1,0,0,360,2052,2148,2037,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,293,2130,2048,2009,410,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182112,7,44,433,1,0,0,359,2051,2147,2037,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1211,0,2048,293,2130,2048,2009,408,2174,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182116,7,44,438,1,0,0,359,1959,2050,2010,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2049,2116,1966,414,2174,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182121,7,44,443,1,0,0,360,1959,2050,2011,2269,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,282,2049,2116,1966,411,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182126,7,44,448,1,0,0,359,1959,2050,2011,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,293,2049,2117,1966,407,2185,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182131,7,44,453,1,0,0,354,1960,2041,1983,2279,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1209,0,2048,293,2048,2116,1966,417,2174,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182141,7,44,463,1,0,0,358,2061,2061,2138,2241,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1211,0,2048,293,2055,2043,1964,413,2178,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182146,7,44,468,1,0,0,360,2059,2060,2138,2264,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1208,0,2048,293,2055,2043,1964,408,2181,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182150,7,44,472,1,0,0,360,2059,2060,2138,2232,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1207,0,2048,293,2055,2043,1964,407,2187,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182155,7,44,477,1,0,0,359,2059,2060,2137,2239,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1204,0,2048,293,2055,2043,1964,406,2174,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182200,7,44,482,1,0,0,359,2061,2061,2138,2238,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,293,2055,2043,1964,407,2174,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182205,7,44,487,1,0,0,359,2059,2060,2138,2237,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1209,0,2048,299,2055,2043,1964,406,2176,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182210,7,44,492,1,0,0,360,2058,2060,2137,2260,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,299,2055,2043,1964,408,2188,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182215,7,44,497,1,0,0,352,2176,1953,1935,2336,388,96,96,94,106,96,95,2048,2048,2048,2048,2048,2048,497,2048,999,1206,0,2048,293,1993,2028,1922,420,2225,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182220,7,44,502,1,0,0,360,2143,2002,2046,2237,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,299,2022,1987,1907,417,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182224,7,44,507,1,0,0,360,2142,2003,2046,2240,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1211,0,2048,293,2022,1987,1907,411,2174,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182229,7,44,512,1,0,0,359,2142,2003,2047,2240,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,299,2022,1987,1907,407,2176,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182234,7,44,517,1,0,0,360,2143,2003,2046,2257,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1210,0,2048,293,2022,1987,1907,405,2193,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182239,7,44,521,1,0,0,360,2155,2007,2032,2252,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1209,0,2048,293,2022,1987,1907,404,2196,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182244,7,44,526,1,0,0,360,2151,2037,2044,2241,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,501,2048,999,1208,0,2048,299,2042,1968,1901,406,2190,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182249,7,44,531,1,0,0,360,2152,2037,2043,2236,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1206,0,2048,293,2042,1968,1901,406,2170,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182258,7,44,541,1,0,0,355,2152,2037,2043,2339,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,498,2048,999,1209,0,2048,293,2042,1968,1901,404,2244,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182303,7,44,546,1,0,0,360,2152,2037,2044,2258,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,499,2048,999,1203,0,2048,299,2042,1968,1901,404,2192,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182308,7,44,551,1,0,0,360,2153,2037,2042,2237,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1207,0,2048,299,2042,1968,1901,404,2175,2230,2048,0,0,0,0,1,0,0,1,0,0,1,0
20231108182313,7,44,556,1,0,0,360,2152,2037,2043,2239,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1208,0,2048,299,2042,1968,1901,405,2175,2230,2048,0,1,0,0,1,0,0,1,0,0,1,0
20231108182318,7,44,561,1,0,0,358,2153,2037,2043,2266,388,96,96,95,106,96,95,2048,2048,2048,2048,2048,2048,500,2048,999,1205,0,2048,299,2042,1968,1901,405,2174,2210,2048,0,1,0,0,1,0,0,1,0,0,1,0
